"",id,name,ingredients,alcoholic,category,glassType,instructions,drinkThumbnail,ingredientMeasures,text
237,237,Manhattan,"['Sweet Vermouth', 'Bourbon', 'Angostura bitters', 'Ice', 'Maraschino cherry', 'Orange peel']",Alcoholic,Cocktail,Cocktail glass,"Stirred over ice, strained into a chilled glass, garnished, and served up.",https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg,"['3/4 oz ', '2 1/2 oz Blended ', 'dash ', '2 or 3 ', '1 ', '1 twist of ']","question Generate a cocktail with Sweet Vermouth Bourbon Angostura bitters Ice Maraschino cherry Orange peel answer Stirred over ice, strained into a chilled glass, garnished, and served up."
238,238,Margarita,"['Tequila', 'Triple sec', 'Lime juice', 'Salt']",Alcoholic,Ordinary Drink,Cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg,"['1 1/2 oz ', '1/2 oz ', '1 oz ', None]","question Generate a cocktail with Tequila Triple sec Lime juice Salt answer Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass."
239,239,Mauresque,"['Ricard', 'Orgeat Syrup', 'Water', '', '', '', '']",Alcoholic,Cocktail,Collins glass,"1 - Pour the Ricard (or pastis)
2 - Pour the orgeat syrup
3 - Finally pour the water and add ice cubes at your convenience.

Add the ice cubes at the end, otherwise the syrup and pastis do not mix well.",https://www.thecocktaildb.com/images/media/drink/duwfa11686236556.jpg,"['3 cl', '1 cl', 'Full Glass', '', '', '', '']","question Generate a cocktail with Ricard Orgeat Syrup Water     answer 1 - Pour the Ricard (or pastis)
2 - Pour the orgeat syrup
3 - Finally pour the water and add ice cubes at your convenience.

Add the ice cubes at the end, otherwise the syrup and pastis do not mix well."
240,240,Mint Julep,"['Mint', 'Bourbon', 'Powdered sugar', 'Water']",Alcoholic,Ordinary Drink,Collins glass,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg,"['4 fresh ', '2 1/2 oz ', '1 tsp ', '2 tsp ']","question Generate a cocktail with Mint Bourbon Powdered sugar Water answer In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig."
241,241,Mudslinger,"['Southern Comfort', 'Orange juice', 'Pepsi Cola']",Alcoholic,Punch / Party Drink,Punch bowl,Add all contents to a large jug or punch bowl. Stir well!,https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,"['750 ml ', '1 L ', '750 ml ']",question Generate a cocktail with Southern Comfort Orange juice Pepsi Cola answer Add all contents to a large jug or punch bowl. Stir well!
242,242,Martinez 2,"['Gin', 'Sweet Vermouth', 'Maraschino Liqueur', 'Angostura Bitters']",Alcoholic,Cocktail,Cocktail glass,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg,"['1 1/2 oz', '1 1/2 oz', '1 tsp', '2 dashes']","question Generate a cocktail with Gin Sweet Vermouth Maraschino Liqueur Angostura Bitters answer Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass."
243,243,Moranguito,"['Absinthe', 'Tequila', 'Grenadine']",Alcoholic,Shot,Shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,"['2/5 ', '2/5 ', '1/5 ']","question Generate a cocktail with Absinthe Tequila Grenadine answer first you put rhe absinthe, then put tequila, then put the Granadine syrup."
244,244,Miami Vice,"['151 proof rum', 'Pina colada mix', 'Daiquiri mix']",Alcoholic,Cocktail,Cocktail glass,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,"['5 oz Bacardi ', 'frozen ', 'frozen ']","question Generate a cocktail with 151 proof rum Pina colada mix Daiquiri mix answer First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together)."
245,245,Moscow Mule,"['Vodka', 'Lime juice', 'Ginger ale']",Alcoholic,Punch / Party Drink,Copper Mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,"['2 oz ', '2 oz ', '8 oz ']",question Generate a cocktail with Vodka Lime juice Ginger ale answer Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.
246,246,Mulled Wine,"['Water', 'Sugar', 'Cloves', 'Cinnamon', 'Lemon peel', 'Red wine', 'Brandy']",Alcoholic,Punch / Party Drink,Collins Glass,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",https://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,"['3 cups ', '1 cup ', '12 ', '2 ', '1 ', '750 ml ', '1/4 cup ']","question Generate a cocktail with Water Sugar Cloves Cinnamon Lemon peel Red wine Brandy answer Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy."
247,247,Masala Chai,"['Water', 'Tea', 'Ginger', 'Cardamom', 'Cloves', 'Cinnamon', 'Black pepper', 'Sugar', 'Milk']",Non alcoholic,Coffee / Tea,Coffee Mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,"['2 cups ', '3-4 tsp ', '1 chunk dried ', '3-4 crushed ', '3 ', '1 piece ', '1-2 whole ', ' to taste\n', 'to taste']",question Generate a cocktail with Water Tea Ginger Cardamom Cloves Cinnamon Black pepper Sugar Milk answer Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.
248,248,Munich Mule,"['Gin', 'Lime Juice', 'Ginger Beer', 'Cucumber', 'lemon']",Alcoholic,Cocktail,Highball glass,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg,"['5 cl', '2 cl', '10 cl', 'Chopped', 'Chopped']","question Generate a cocktail with Gin Lime Juice Ginger Beer Cucumber lemon answer Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice"
249,249,Mocha-Berry,"['Coffee', 'Chambord raspberry liqueur', 'Cocoa powder', 'Whipped cream']",Alcoholic,Coffee / Tea,Irish coffee cup,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,"['6 oz ', '2 oz ', '2 tblsp ', None]","question Generate a cocktail with Coffee Chambord raspberry liqueur Cocoa powder Whipped cream answer pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream."
250,250,Mango Mojito,"['Lime', 'Mango', 'Mint', 'White Rum', 'Ice', 'Soda Water', 'Mango']",Alcoholic,Cocktail,Jar,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg,"['3', '1 Fresh', 'Sprig', '200 ml', 'cubes', 'Top', 'Garnish with']","question Generate a cocktail with Lime Mango Mint White Rum Ice Soda Water Mango answer Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like."
251,251,Mojito Extra,"['Mint', 'Lemon juice', 'Dark rum', 'Club soda', 'Angostura bitters']",Alcoholic,Cocktail,Collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,"['1/2 handful ', '3 cl ', '1/8 L Jamaican ', '1/8 L ', '8 drops ']","question Generate a cocktail with Mint Lemon juice Dark rum Club soda Angostura bitters answer Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura."
252,252,Monkey Gland,"['Gin', 'Benedictine', 'Orange juice', 'Grenadine']",Alcoholic,Ordinary Drink,Cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,"['2 oz ', '1 tsp ', '1/2 oz ', '1 tsp ']","question Generate a cocktail with Gin Benedictine Orange juice Grenadine answer Shake well over ice cubes in a shaker, strain into a chilled cocktail glass."
253,253,Midnight Mint,"['Baileys irish cream', 'White Creme de Menthe', 'Cream']",Alcoholic,Cocktail,Cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,"['1 oz ', '3/4 oz ', '3/4 oz double ']","question Generate a cocktail with Baileys irish cream White Creme de Menthe Cream answer If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass."
254,254,Mary Pickford,"['Light rum', 'Pineapple juice', 'Maraschino liqueur', 'Grenadine', 'Maraschino cherry']",Alcoholic,Cocktail,Cocktail glass,Shake and strain into a chilled large cocktail glass,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,"['1 1/2 oz ', '1 oz ', '1/2 tsp ', '1/2 tsp ', '1 ']",question Generate a cocktail with Light rum Pineapple juice Maraschino liqueur Grenadine Maraschino cherry answer Shake and strain into a chilled large cocktail glass
255,255,Monkey Wrench,"['Light rum', 'Grapefruit juice', 'Bitters']",Alcoholic,Ordinary Drink,Old-fashioned glass,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg,"['1 1/2 oz ', '3 oz ', '1 dash ']",question Generate a cocktail with Light rum Grapefruit juice Bitters answer Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.
256,256,Negroni,"['Gin', 'Campari', 'Sweet Vermouth']",Alcoholic,Ordinary Drink,Old-fashioned glass,"Stir into glass over ice, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/qgdu971561574065.jpg,"['1 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Gin Campari Sweet Vermouth answer Stir into glass over ice, garnish and serve."
257,257,New York Sour,"['Blended whiskey', 'Lemon', 'Sugar', 'Red wine', 'Lemon', 'Cherry']",Alcoholic,Ordinary Drink,Whiskey sour glass,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,"['2 oz ', 'Juice of 1/2 ', '1 tsp ', ' (Claret)\n', None, None]","question Generate a cocktail with Blended whiskey Lemon Sugar Red wine Lemon Cherry answer Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve."
258,258,Nutty Irishman,"['Baileys irish cream', 'Frangelico', 'Milk']",Alcoholic,Shake,Highball Glass,Serve over ice,https://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,"['1 part ', '1 part ', '1 part ']",question Generate a cocktail with Baileys irish cream Frangelico Milk answer Serve over ice
259,259,National Aquarium,"['Rum', 'Vodka', 'Gin', 'Blue Curacao', 'Sour mix', 'Lemon-lime soda']",Alcoholic,Ordinary Drink,Collins Glass,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,https://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,"['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '2 oz ', '1 splash ']",question Generate a cocktail with Rum Vodka Gin Blue Curacao Sour mix Lemon-lime soda answer Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.
260,260,New York Lemonade,"['Absolut Citron', 'Grand Marnier', 'Lemon juice', 'Club soda']",Alcoholic,Cocktail,Cocktail glass,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,https://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,"['2 oz ', '1 oz ', '2 oz sweetened ', '1 oz ']",question Generate a cocktail with Absolut Citron Grand Marnier Lemon juice Club soda answer Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.
261,261,Nuked Hot Chocolate,"['Cocoa powder', 'Sugar', 'Vanilla extract', 'Milk']",Non alcoholic,Cocoa,Coffee mug,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",https://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,"['2 tsp ', '1 tsp ', '1/2 tsp ', '12 oz ']","question Generate a cocktail with Cocoa powder Sugar Vanilla extract Milk answer Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts."
